request_time,wait_time,pick_index,drop_index,order_distance,order_fare,n_riders
68400,360,68,164,1127.0,6.0,1
68400,480,161,142,3315.0,10.0,1
68400,480,163,170,2897.0,12.0,1
68400,180,113,170,2494.0,8.0,1
68400,480,246,231,4941.0,14.0,1
68401,300,229,161,2269.0,10.0,1
68401,300,164,113,1577.0,8.0,1
68401,240,163,141,3267.0,12.0,1
68401,360,164,114,2366.0,8.0,1
68402,480,234,125,3170.0,10.0,1
68402,420,230,143,3058.0,10.0,1
68402,420,141,237,1207.0,5.0,1
68403,420,162,142,3589.0,12.0,1
68403,360,141,75,3621.0,8.0,1
68403,480,48,163,1497.0,9.0,1
68403,180,107,79,1255.0,6.0,1
68405,480,230,100,966.0,6.0,1
68405,360,43,229,1609.0,8.0,1
68406,180,162,137,2897.0,11.0,1
68406,300,186,79,3219.0,10.0,1
68406,480,170,68,2350.0,8.0,1
68406,420,161,237,740.0,4.0,1
68406,480,233,107,2173.0,6.0,1
68406,180,233,224,2816.0,8.0,1
68406,240,246,48,4571.0,10.0,1
68406,180,186,170,2494.0,12.0,1
68406,360,234,232,4184.0,12.0,1
68407,240,186,107,2140.0,6.0,1
68407,480,236,186,4828.0,15.0,1
68407,180,229,107,2736.0,7.0,1
68407,180,140,262,1931.0,6.0,1
68408,240,163,237,1867.0,7.0,1
68408,300,170,144,3943.0,11.0,1
68408,240,164,224,3685.0,12.0,1
68408,180,161,233,1143.0,6.0,1
68409,180,229,233,1448.0,6.0,1
68409,420,161,234,2092.0,8.0,1
68410,300,246,100,1513.0,6.0,1
68410,180,90,142,4152.0,13.0,1
68411,240,161,237,1770.0,7.0,1
68411,300,161,237,2108.0,8.0,1
68411,240,230,166,6437.0,16.0,1
68411,300,231,144,2607.0,10.0,1
68411,420,162,170,1577.0,6.0,1
68412,240,162,263,3669.0,10.0,1
68412,480,142,249,6840.0,19.0,1
68413,180,231,158,1304.0,5.0,1
68415,360,162,230,1609.0,12.0,1
68416,240,229,100,2494.0,10.0,1
68416,420,151,239,2189.0,7.0,1
68416,240,234,114,1931.0,8.0,1
68416,480,162,48,1287.0,10.0,1
68417,180,88,233,8369.0,16.0,1
68417,300,151,41,2897.0,9.0,1
68417,420,68,48,2334.0,9.0,1
68417,240,237,141,1609.0,6.0,1
68418,180,236,75,644.0,4.0,1
68418,300,237,162,1561.0,6.0,1
68418,240,211,125,2012.0,8.0,1
68418,240,113,148,1625.0,6.0,1
68418,360,68,164,1770.0,6.0,1
68418,360,100,68,1465.0,5.0,1
68419,300,163,162,966.0,6.0,1
68419,420,231,13,1448.0,6.0,1
68419,300,229,236,2752.0,8.0,1
68421,480,144,231,1320.0,6.0,1
68421,360,107,234,1642.0,7.0,1
68421,360,13,234,3862.0,11.0,1
68421,480,114,186,3718.0,10.0,1
68423,240,113,140,5472.0,14.0,1
68423,420,186,125,2736.0,6.0,1
68423,300,233,142,2736.0,12.0,1
68423,180,74,75,2317.0,7.0,1
68424,180,142,163,885.0,4.0,1
68424,480,141,236,2108.0,8.0,1
68424,360,230,48,1304.0,8.0,1
68425,300,50,231,5955.0,14.0,1
68425,180,186,239,4603.0,14.0,1
68425,300,249,238,8690.0,18.0,1
68425,180,234,164,853.0,4.0,1
68426,240,43,170,4651.0,14.0,1
68426,480,164,148,3862.0,14.0,1
68426,240,237,142,2253.0,8.0,1
68426,300,68,50,2414.0,10.0,1
68426,300,113,127,19280.0,39.0,1
68426,420,237,107,2913.0,11.0,1
68426,420,142,163,1127.0,6.0,1
68427,420,142,166,4828.0,12.0,1
68427,360,166,151,1642.0,6.0,1
68427,180,263,74,2559.0,6.0,1
68427,180,234,148,3380.0,12.0,1
68428,420,137,100,1931.0,13.0,1
68428,360,162,224,3975.0,14.0,1
68428,240,113,246,2961.0,10.0,1
68428,180,236,238,2736.0,8.0,1
68428,480,125,249,1802.0,6.0,1
68428,420,234,233,2092.0,8.0,1
68428,300,4,79,869.0,4.0,1
68428,360,164,233,1738.0,6.0,1
68429,180,170,107,1706.0,6.0,1
68429,300,164,237,2752.0,9.0,1
68429,300,263,141,531.0,3.0,1
68429,240,161,231,6196.0,20.0,1
68430,240,163,239,2575.0,9.0,1
68431,240,236,234,5150.0,14.0,1
68431,420,162,230,1609.0,7.0,1
68431,300,164,230,1046.0,4.0,1
68432,480,163,238,4023.0,12.0,1
68432,300,246,114,2897.0,9.0,1
68433,240,163,43,3701.0,10.0,1
68433,360,236,237,2736.0,8.0,1
68433,360,237,161,853.0,4.0,1
68433,360,48,141,2897.0,10.0,1
68433,180,161,163,982.0,6.0,1
68433,360,162,234,2108.0,10.0,1
68433,420,162,186,2253.0,8.0,1
68434,300,233,161,1400.0,6.0,1
68434,300,164,233,1448.0,6.0,1
68434,180,238,143,2672.0,9.0,1
68434,420,236,237,1497.0,6.0,1
68435,360,161,237,901.0,4.0,1
68436,180,186,162,3009.0,14.0,1
68437,180,48,209,7516.0,20.0,1
68437,240,45,261,1448.0,6.0,1
68438,300,43,238,772.0,4.0,1
68438,180,48,142,1368.0,6.0,1
68438,360,68,163,2704.0,12.0,1
68439,180,263,238,2704.0,8.0,1
68439,180,236,142,3251.0,8.0,1
68439,240,163,164,2575.0,10.0,1
68439,300,161,164,1545.0,8.0,1
68439,480,237,114,4474.0,13.0,1
68440,300,13,87,2897.0,10.0,1
68440,180,161,107,3364.0,12.0,1
68440,360,163,48,1287.0,6.0,1
68440,240,170,141,2430.0,8.0,1
68441,480,50,68,2237.0,8.0,1
68441,420,161,234,2575.0,9.0,1
68442,480,161,170,1609.0,8.0,1
68442,480,24,142,3895.0,12.0,1
68442,420,170,229,2092.0,8.0,1
68442,360,50,263,7564.0,17.0,1
68442,360,246,158,4136.0,12.0,1
68443,420,114,79,2060.0,8.0,1
68443,240,161,229,2124.0,8.0,1
68444,480,186,230,1674.0,10.0,1
68444,240,142,263,3058.0,10.0,1
68445,420,107,170,1770.0,6.0,1
68446,420,211,164,2897.0,10.0,1
68446,480,74,42,3058.0,10.0,1
68446,480,263,236,1481.0,6.0,1
68446,240,163,236,2736.0,8.0,1
68446,480,48,137,2527.0,11.0,1
68446,480,186,107,2189.0,8.0,1
68447,180,142,41,5118.0,13.0,1
68447,360,164,107,1239.0,6.0,1
68447,300,141,140,1271.0,5.0,1
68447,300,140,237,1802.0,7.0,1
68447,480,142,262,3927.0,11.0,1
68448,300,236,74,3058.0,10.0,1
68448,240,164,211,3975.0,12.0,1
68449,480,263,262,1287.0,6.0,1
68449,300,246,48,2414.0,11.0,1
68451,240,237,236,1706.0,7.0,1
68452,300,164,79,2334.0,8.0,1
68452,300,231,236,15112.0,30.0,1
68452,360,229,170,1786.0,8.0,1
68452,420,161,170,1159.0,5.0,1
68453,360,249,237,6148.0,18.0,1
68453,480,236,238,2720.0,8.0,1
68454,180,263,141,1320.0,5.0,1
68454,480,246,230,2366.0,8.0,1
68454,360,234,262,5311.0,12.0,1
68455,480,186,48,563.0,4.0,1
68455,480,261,246,6759.0,19.0,1
68455,420,164,234,1127.0,6.0,1
68455,300,68,144,4667.0,12.0,1
68455,360,48,142,805.0,4.0,1
68455,300,13,87,2591.0,10.0,1
68455,240,186,249,1931.0,6.0,1
68456,420,239,238,1867.0,7.0,1
68456,180,48,249,3219.0,12.0,1
68457,420,186,211,2897.0,8.0,1
68457,420,162,141,1127.0,5.0,1
68457,180,249,68,966.0,5.0,1
68457,480,164,249,1770.0,8.0,1
68458,240,186,148,4345.0,12.0,1
68458,480,137,142,5472.0,14.0,1
68458,300,68,231,2832.0,8.0,1
68458,300,48,239,3058.0,9.0,1
68458,360,151,42,4844.0,12.0,1
68459,300,164,230,1609.0,9.0,1
68459,480,48,186,1320.0,7.0,1
68459,480,4,162,4184.0,10.0,1
68460,360,238,24,1078.0,4.0,1
68460,240,164,186,1127.0,6.0,1
68460,300,234,186,1078.0,6.0,1
68460,300,186,107,3219.0,12.0,1
68461,300,161,144,4973.0,16.0,1
68461,300,142,143,1561.0,7.0,1
68461,180,233,79,3058.0,8.0,1
68461,480,162,141,2237.0,7.0,1
68462,420,237,211,5633.0,17.0,1
68462,180,238,234,7644.0,22.0,1
68462,180,163,142,1481.0,6.0,1
68462,420,12,246,5311.0,15.0,1
68462,180,163,236,3058.0,9.0,1
68462,480,163,230,966.0,5.0,1
68462,300,170,113,3042.0,10.0,1
68463,300,148,100,8851.0,20.0,1
68463,420,162,90,2768.0,11.0,1
68463,420,140,161,2752.0,10.0,1
68464,300,211,142,7033.0,18.0,1
68464,480,238,236,2414.0,8.0,1
68465,300,161,236,4023.0,12.0,1
68465,480,238,166,2253.0,8.0,1
68466,480,229,239,4635.0,13.0,1
68466,480,246,249,2334.0,8.0,1
68466,180,161,232,5874.0,16.0,1
68466,480,246,161,4168.0,14.0,1
68467,420,186,48,1979.0,7.0,1
68467,240,161,143,3058.0,12.0,1
68467,300,74,48,7129.0,20.0,1
68468,420,236,74,3750.0,10.0,1
68468,480,236,141,1561.0,6.0,1
68469,360,231,87,1770.0,8.0,1
68469,240,142,48,322.0,4.0,1
68469,420,100,50,1577.0,10.0,1
68470,240,143,100,3701.0,13.0,1
68470,360,234,170,1223.0,6.0,1
68470,180,79,211,4184.0,14.0,1
68471,480,107,249,2977.0,10.0,1
68472,180,230,239,2189.0,8.0,1
68472,300,142,100,2897.0,10.0,1
68472,480,236,263,579.0,5.0,1
68473,180,263,141,2317.0,6.0,1
68473,180,75,238,2060.0,8.0,1
68473,240,144,236,7886.0,20.0,1
68473,420,231,246,4892.0,12.0,1
68474,180,113,170,2704.0,10.0,1
68475,360,162,141,1561.0,6.0,1
68475,300,236,234,5874.0,18.0,1
68476,240,13,249,3122.0,10.0,1
68476,480,231,164,5118.0,14.0,1
68476,240,186,100,515.0,3.0,1
68476,360,75,162,5021.0,14.0,1
68477,420,246,158,1979.0,8.0,1
68477,420,79,234,2124.0,8.0,1
68477,180,142,238,2462.0,9.0,1
68477,480,48,237,3090.0,10.0,1
68477,480,236,237,805.0,5.0,1
68478,180,13,68,4394.0,10.0,1
68478,240,161,236,2688.0,8.0,1
68478,360,140,141,676.0,4.0,1
68479,420,236,68,8047.0,20.0,1
68479,240,234,148,3203.0,10.0,1
68479,360,163,229,917.0,5.0,1
68480,300,246,4,5649.0,14.0,1
68480,180,141,140,1625.0,6.0,1
68480,480,141,140,4538.0,13.0,1
68480,180,163,162,1609.0,8.0,1
68480,240,237,161,1448.0,6.0,1
68481,480,142,230,1336.0,6.0,1
68481,420,239,151,2012.0,6.0,1
68481,480,170,142,2897.0,11.0,1
68481,480,186,239,3862.0,12.0,1
68481,360,263,140,1754.0,6.0,1
68482,360,237,236,2430.0,8.0,1
68482,480,162,238,6067.0,16.0,1
68482,480,234,79,2752.0,9.0,1
68482,480,68,142,5472.0,14.0,1
68482,480,262,236,1931.0,8.0,1
68483,360,13,231,1609.0,7.0,1
68483,420,161,237,2350.0,8.0,1
68484,360,163,161,998.0,6.0,1
68484,480,234,48,2655.0,10.0,1
68484,480,261,158,3943.0,12.0,1
68484,360,236,161,3026.0,10.0,1
68484,360,239,237,2092.0,8.0,1
68484,180,234,170,2140.0,8.0,1
68484,240,238,230,4184.0,12.0,1
68485,180,261,68,6116.0,16.0,1
68485,180,246,68,2414.0,8.0,1
68485,180,246,236,6904.0,20.0,1
68486,420,170,249,3380.0,12.0,1
68486,480,141,162,1738.0,6.0,1
68486,180,161,237,966.0,6.0,1
68486,300,114,90,2189.0,9.0,1
68486,420,164,48,1770.0,8.0,1
68486,240,100,186,1175.0,7.0,1
68486,480,13,231,1239.0,7.0,1
68486,300,261,114,2929.0,8.0,1
68487,480,90,249,1255.0,4.0,1
68487,360,41,166,1239.0,7.0,1
68487,420,158,48,4989.0,16.0,1
68487,180,140,249,7886.0,18.0,1
68487,420,68,231,4731.0,14.0,1
68488,360,88,263,12826.0,24.0,1
68488,420,41,151,1609.0,7.0,1
68489,300,137,229,1931.0,6.0,1
68489,480,186,233,3235.0,12.0,1
68489,420,261,239,10107.0,22.0,1
68490,180,237,142,1448.0,6.0,1
68490,360,158,232,4571.0,14.0,1
68491,360,164,186,772.0,6.0,1
68491,300,68,234,1304.0,6.0,1
68491,180,230,161,1996.0,8.0,1
68491,300,141,237,805.0,4.0,1
68492,240,170,107,1770.0,7.0,1
68492,360,68,186,3219.0,8.0,1
68493,360,162,237,1770.0,8.0,1
68493,360,42,74,2897.0,8.0,1
68493,480,234,137,1062.0,4.0,1
68494,360,164,236,4023.0,12.0,1
68494,240,237,41,5037.0,12.0,1
68494,360,186,43,3026.0,11.0,1
68494,360,48,68,1770.0,6.0,1
68494,480,239,166,3428.0,8.0,1
68494,480,137,163,2945.0,10.0,1
68495,180,186,107,3219.0,11.0,1
68495,240,141,236,1127.0,6.0,1
68496,180,246,249,3219.0,10.0,1
68496,480,43,127,12038.0,28.0,1
68496,240,236,237,1609.0,6.0,1
68497,360,237,238,3251.0,9.0,1
68497,180,114,186,4265.0,12.0,1
68498,180,13,87,1609.0,6.0,1
68499,420,141,238,5601.0,15.0,1
68499,480,68,90,1722.0,6.0,1
68499,240,43,161,2736.0,9.0,1
68500,300,186,114,3412.0,10.0,1
68501,180,41,236,3380.0,10.0,1
68502,300,158,186,2414.0,8.0,1
68502,300,107,137,3895.0,14.0,1
68502,360,125,114,1143.0,6.0,1
68503,240,125,230,6405.0,15.0,1
68503,240,236,239,2430.0,8.0,1
68504,480,163,142,1481.0,8.0,1
68504,300,186,137,1931.0,7.0,1
68504,420,43,239,1287.0,5.0,1
68505,420,125,158,1175.0,4.0,1
68505,300,239,170,6502.0,18.0,1
68505,480,137,164,2124.0,8.0,1
68505,360,48,107,4249.0,14.0,1
68505,420,48,163,1127.0,8.0,1
68505,300,48,231,4667.0,14.0,1
68505,180,163,141,2639.0,8.0,1
68506,480,230,239,2897.0,10.0,1
68506,240,68,90,1384.0,6.0,1
68506,180,236,237,1239.0,6.0,1
68506,240,186,211,3701.0,12.0,1
68508,420,141,161,1448.0,8.0,1
68509,480,162,107,2012.0,8.0,1
68509,360,148,232,1287.0,6.0,1
68509,300,229,141,1931.0,7.0,1
68509,360,87,234,4667.0,13.0,1
68509,360,246,90,1609.0,6.0,1
68510,300,237,163,805.0,6.0,1
68511,240,161,229,966.0,6.0,1
68511,360,114,144,1287.0,8.0,1
68511,300,162,113,3380.0,11.0,1
68511,300,161,230,1030.0,7.0,1
68512,420,162,239,3283.0,12.0,1
68512,360,161,229,869.0,5.0,1
68513,480,163,43,2334.0,8.0,1
68513,360,161,229,1448.0,6.0,1
68513,420,142,143,1448.0,6.0,1
68513,480,107,68,2961.0,10.0,1
68514,300,229,230,1368.0,6.0,1
68514,180,140,236,3009.0,9.0,1
68515,240,163,113,4023.0,12.0,1
68515,300,158,237,6872.0,19.0,1
68515,180,229,239,3460.0,10.0,1
68515,180,13,162,10380.0,20.0,1
68515,480,236,262,2092.0,8.0,1
68515,240,48,68,1979.0,6.0,1
68516,240,41,244,4329.0,12.0,1
68516,480,170,143,4297.0,14.0,1
68517,360,170,107,1545.0,6.0,1
68517,480,186,13,5633.0,14.0,1
68517,240,162,143,3943.0,14.0,1
68517,180,142,161,2897.0,10.0,1
68517,480,161,229,805.0,6.0,1
68518,420,186,161,2736.0,10.0,1
68518,420,237,116,7886.0,19.0,1
68518,480,164,162,1754.0,7.0,1
68518,420,261,164,5810.0,18.0,1
68518,360,186,249,1513.0,6.0,1
68519,360,48,234,2317.0,9.0,1
68519,360,87,74,14001.0,27.0,1
68519,480,114,231,2221.0,8.0,1
68520,480,234,48,1931.0,7.0,1
68521,240,249,113,1609.0,6.0,1
68521,300,107,234,1368.0,6.0,1
68521,480,163,236,2301.0,8.0,1
68521,240,114,68,4233.0,14.0,1
68521,480,141,142,3058.0,10.0,1
68521,240,238,24,966.0,4.0,1
68522,360,50,142,2575.0,10.0,1
68522,240,231,68,2414.0,6.0,1
68522,180,113,87,3364.0,10.0,1
68525,360,114,107,1642.0,6.0,1
68525,300,113,79,2334.0,7.0,1
68526,300,186,237,4039.0,12.0,1
68526,180,170,148,3283.0,10.0,1
68526,480,166,41,1754.0,6.0,1
68527,300,13,125,1255.0,5.0,1
68528,420,162,170,1448.0,6.0,1
68528,180,79,87,5230.0,14.0,1
68529,480,236,237,2108.0,8.0,1
68529,420,143,163,3235.0,10.0,1
68529,480,230,233,2800.0,10.0,1
68530,420,161,162,1239.0,6.0,1
68530,240,88,45,2092.0,8.0,1
68530,480,161,234,1915.0,6.0,1
68531,420,230,50,1239.0,6.0,1
68531,240,140,234,5230.0,12.0,1
68531,360,234,164,1770.0,10.0,1
68531,180,100,230,1770.0,7.0,1
68531,240,162,161,869.0,4.0,1
68531,480,141,236,1658.0,6.0,1
68532,240,186,230,1802.0,8.0,1
68532,180,48,229,2575.0,12.0,1
68532,300,24,249,10750.0,23.0,1
68532,300,162,113,3991.0,12.0,1
68533,360,231,164,4297.0,14.0,1
68534,420,164,143,4313.0,12.0,1
68534,480,246,230,2591.0,9.0,1
68534,420,161,141,2092.0,8.0,1
68535,360,170,164,1287.0,6.0,1
68535,420,236,48,4554.0,12.0,1
68535,300,166,151,1529.0,6.0,1
68535,360,231,163,5665.0,17.0,1
68536,300,162,170,1561.0,6.0,1
68536,300,231,161,7564.0,18.0,1
68536,360,79,229,3685.0,10.0,1
68537,300,170,48,2221.0,9.0,1
68537,300,68,249,3009.0,10.0,1
68537,240,249,144,2945.0,10.0,1
68537,420,236,141,1336.0,6.0,1
68537,300,233,162,1046.0,6.0,1
68538,360,234,158,2092.0,6.0,1
68538,480,186,75,6775.0,16.0,1
68538,180,236,237,2012.0,7.0,1
68539,180,246,107,2623.0,8.0,1
68539,420,87,231,1931.0,8.0,1
68540,180,162,163,933.0,5.0,1
68540,180,233,263,4345.0,10.0,1
68540,180,107,236,6920.0,16.0,1
68540,480,163,237,1931.0,8.0,1
68540,480,170,162,1609.0,6.0,1
68541,180,151,142,3428.0,10.0,1
68541,480,234,230,1770.0,7.0,1
68542,180,246,125,3203.0,9.0,1
68542,240,237,239,3557.0,11.0,1
68542,300,186,230,853.0,8.0,1
68543,240,234,246,1448.0,6.0,1
68543,480,74,166,1722.0,8.0,1
68543,180,24,238,1947.0,8.0,1
68543,180,161,234,1593.0,8.0,1
68543,180,186,100,1448.0,8.0,1
68544,180,237,141,1094.0,6.0,1
68544,300,48,141,3106.0,9.0,1
68544,300,164,234,1819.0,9.0,1
68544,180,163,249,3862.0,11.0,1
68544,240,263,148,9415.0,19.0,1
68545,240,68,239,5922.0,16.0,1
68545,240,161,144,5922.0,17.0,1
68545,420,230,158,5794.0,14.0,1
68545,180,230,237,3042.0,10.0,1
68545,480,161,107,3058.0,10.0,1
68545,480,48,263,5842.0,16.0,1
68547,240,48,239,2736.0,9.0,1
68547,240,107,236,4667.0,12.0,1
68547,180,239,42,5391.0,13.0,1
68548,300,162,43,1754.0,8.0,1
68548,180,162,246,2913.0,13.0,1
68549,180,163,230,676.0,5.0,1
68549,480,90,246,2221.0,10.0,1
68550,300,246,162,2221.0,8.0,1
68550,420,224,229,2897.0,8.0,1
68550,480,186,143,4506.0,18.0,1
68551,420,137,249,3219.0,12.0,1
68551,480,261,234,4619.0,14.0,1
68552,180,236,43,1609.0,6.0,1
68552,360,142,50,1448.0,6.0,1
68552,240,261,79,4072.0,12.0,1
68553,240,142,151,2945.0,10.0,1
68553,300,48,162,1931.0,9.0,1
68553,300,231,90,2897.0,10.0,1
68554,180,211,186,3380.0,10.0,1
68554,300,90,230,2897.0,12.0,1
68554,300,162,143,3396.0,9.0,1
68554,240,163,151,5633.0,16.0,1
68555,360,113,148,2575.0,8.0,1
68555,300,107,158,2897.0,12.0,1
68555,300,236,43,1191.0,6.0,1
68555,300,231,13,2108.0,6.0,1
68555,180,163,234,3138.0,12.0,1
68556,480,13,144,3283.0,11.0,1
68556,240,68,100,2575.0,8.0,1
68556,360,161,237,1127.0,6.0,1
68556,240,161,237,1770.0,6.0,1
68557,480,100,170,982.0,5.0,1
68557,300,68,12,7242.0,20.0,1
68557,480,161,186,2221.0,8.0,1
68557,300,148,114,933.0,4.0,1
68557,420,209,88,1448.0,7.0,1
68557,240,13,107,8208.0,18.0,1
68558,300,143,237,2784.0,10.0,1
68558,420,140,243,12263.0,26.0,1
68558,300,237,140,2124.0,6.0,1
68559,420,237,263,1046.0,4.0,1
68559,180,237,236,2157.0,7.0,1
68560,420,68,48,2253.0,11.0,1
68560,420,142,162,1931.0,7.0,1
68560,360,236,237,1207.0,5.0,1
68561,300,170,141,2253.0,8.0,1
68561,180,234,231,4329.0,13.0,1
68561,240,48,162,1432.0,7.0,1
68561,480,186,141,4394.0,16.0,1
68562,480,163,141,2317.0,8.0,1
68562,420,236,142,3187.0,10.0,1
68562,360,233,151,7870.0,18.0,1
68563,360,100,170,1690.0,8.0,1
68563,240,186,79,3009.0,10.0,1
68564,480,236,238,2945.0,10.0,1
68564,420,162,229,805.0,4.0,1
68564,300,166,137,10074.0,21.0,1
68564,480,234,238,6888.0,19.0,1
68565,480,137,231,4780.0,12.0,1
68565,240,237,114,4892.0,14.0,1
68565,240,164,237,3396.0,12.0,1
68565,360,161,164,1127.0,6.0,1
68565,240,246,186,644.0,4.0,1
68565,360,237,263,2012.0,6.0,1
68565,420,231,144,933.0,5.0,1
68566,480,239,142,1304.0,6.0,1
68566,480,161,42,7886.0,20.0,1
68566,240,237,162,370.0,4.0,1
68567,180,164,142,3846.0,10.0,1
68567,480,237,75,2221.0,7.0,1
68567,480,140,162,2881.0,10.0,1
68568,420,246,163,3444.0,14.0,1
68568,180,163,48,2092.0,9.0,1
68568,300,249,261,4120.0,11.0,1
68568,480,107,234,2253.0,8.0,1
68568,480,90,246,1996.0,6.0,1
68568,420,161,164,1770.0,7.0,1
68569,240,161,79,4104.0,12.0,1
68569,420,234,229,3412.0,10.0,1
68570,180,90,224,2768.0,8.0,1
68570,180,163,236,2768.0,9.0,1
